elder_name,youth_name,elder_district,youth_district,elder_zone,youth_zone,distance_km,used_global_fallback
Chow Chi Keung,Wong Yan Ting,Yau Tsim Mong - Tsim Sha Tsui,Yau Tsim Mong - Yau Ma Tei,5,5,0.06666868398056477,False
Cheung Kwok Wai,Cheung Ka Ching,Sham Shui Po - Sham Shui Po,Sham Shui Po - Sham Shui Po,5,5,0.24946363309290118,False
Wong Siu Fong,Tang Wing Sze,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Wong Tai Sin,5,5,0.23309318802958537,False
Lam Yee Kwan,Tang Wing Sze,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Wong Tai Sin,5,5,0.17749711305454235,False
Cheung Hoi Yan,Wong Yiu Tung,Yau Tsim Mong - Yau Ma Tei,Yau Tsim Mong - Yau Ma Tei,5,5,0.30298124470267696,False
Chow Wing Chiu,Cheung Tsz Wai,Kowloon City - Kowloon Tong,Wong Tai Sin - Lok Fu,5,5,0.04746399152650393,False
Tang Yuk Lan,Cheung Siu Tung,Yau Tsim Mong - Mong Kok,Yau Tsim Mong - Mong Kok,5,5,0.05925602910661441,False
Chow Kam Ming,Lee Wai Man,Yau Tsim Mong - Mong Kok,Sham Shui Po - Sham Shui Po,5,5,0.3741470180662205,False
Chan Tak Ming,Ng Sze Wing,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Chuk Yuen,5,5,0.191316391309984,False
Chan Ka Yan,Wong Tsz Wai,Sha Tin - Sha Tin,Sha Tin - Sha Tin,5,5,0.2748278443181864,False
Wong Wai Ling,Tang Wing Sze,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Wong Tai Sin,5,5,0.31403387713815023,False
Leung Lai Kwan,Chan Siu Tung,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Wong Tai Sin,5,5,0.14152837795167827,False
Ho Kam Ming,Ho Yan Ting,Sham Shui Po - Sham Shui Po,Yau Tsim Mong - Mong Kok,5,5,0.012990933142137135,False
Wong Siu Fong,Cheung Ka Ching,Sha Tin - Sha Tin,Sha Tin - Sha Tin,5,5,0.057276503071660385,False
Chow Yat Fung,Yip Tsz Ho,Sham Shui Po - Sham Shui Po,Sham Shui Po - Sham Shui Po,5,5,0.11591772814381196,False
Wong Wai Ling,Lau Siu Tung,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Diamond Hill,5,5,0.19432545071058985,False
Chow Kam Ming,Lau Ka Ming,Kowloon City - Ho Man Tin,Yau Tsim Mong - Mong Kok,5,5,0.16577881752872373,False
Ho Sze Man,Lam Pak Hei,Yau Tsim Mong - Mong Kok,Sham Shui Po - Sham Shui Po,5,5,0.18416392619466776,False
Lam Wing Chiu,Lam Yan Ting,Yau Tsim Mong - Mong Kok,Yau Tsim Mong - Mong Kok,5,5,0.3529661788314137,False
Lam Chi Keung,Tang Wing Sze,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Wong Tai Sin,5,5,0.41142321383293434,False
Lau Chi Keung,Lau Yuk Ting,Kowloon City - Ho Man Tin,Yau Tsim Mong - Mong Kok,5,5,0.07799721798762099,False
Lau Wai Ling,Chan Siu Tung,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Wong Tai Sin,5,5,0.27989039550338457,False
Yip Yat Fung,Chan Siu Tung,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Wong Tai Sin,5,5,0.1919280646167408,False
Wong Lai Kwan,Ho Kwok Him,Sha Tin - Sha Tin,Sha Tin - Sha Tin,5,5,0.14158389708429284,False
Cheung Chun Wah,Ho Wai Man,Wong Tai Sin - Lok Fu,Wong Tai Sin - Lok Fu,5,5,0.03991998813193568,False
Chan Ka Yan,Ng Sze Wing,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.2559844868844411,False
Wong Yee Kwan,Yip Tsz Wai,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.14794506885805603,False
Ho Wing Chiu,Leung Yuk Ting,Wong Tai Sin - Lok Fu,Wong Tai Sin - Lok Fu,5,5,0.20052820716171552,False
Leung Kam Ming,Cheung Ho Yin,Kowloon City - Ho Man Tin,Kowloon City - Ho Man Tin,5,5,0.01869419403920808,False
Ng Ka Yan,Leung Ka Ching,Wong Tai Sin - Lok Fu,Wong Tai Sin - Chuk Yuen,5,5,0.10764906052235973,False
Leung Kin Man,Chan Pak Hei,Kowloon City - Ho Man Tin,Kowloon City - Ho Man Tin,5,5,0.1537495652844275,False
Ho Pak Kuen,Chow Sze Wing,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Diamond Hill,5,5,0.08644810577215135,False
Cheung Ka Yan,Ng Sze Wing,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.27963567773188874,False
Leung Siu Lan,Lau Ka Ming,Yau Tsim Mong - Mong Kok,Yau Tsim Mong - Mong Kok,5,5,0.22317709346510542,False
Lam Tak Ming,Ng Yiu Tung,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Wong Tai Sin,5,5,0.21235092608951914,False
Wong Wing Chiu,Wong Hiu Lam,Yau Tsim Mong - Mong Kok,Yau Tsim Mong - Mong Kok,5,5,0.0,False
Ho Yuk Lan,Ng Man Yi,Sham Shui Po - Sham Shui Po,Sham Shui Po - Sham Shui Po,5,5,0.07359126031055449,False
Chow Sze Man,Ho Chi Ho,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.10024780436240245,False
Lee Yee Kwan,Lee Wai Man,Sham Shui Po - Sham Shui Po,Sham Shui Po - Sham Shui Po,5,5,0.34459211712656557,False
Leung Ming Yuet,Ho Lok Yin,Yau Tsim Mong - Mong Kok,Yau Tsim Mong - Mong Kok,5,5,0.06477613661770079,False
Ho Kam Ming,Cheung Yan Ting,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Wong Tai Sin,5,5,0.06971918801776103,False
Yip Lai Kwan,Leung Chi Ho,Kowloon City - Ho Man Tin,Kowloon City - Ho Man Tin,5,5,0.14074862589569678,False
Cheung Siu Lan,Tang Sze Wing,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Wong Tai Sin,5,5,0.15141712897014512,False
Wong Pak Kuen,Cheung Yan Ting,Wong Tai Sin - Lok Fu,Wong Tai Sin - Lok Fu,5,5,0.07340093254909842,False
Chow Kwok Wai,Tang Sze Wing,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Wong Tai Sin,5,5,0.2898432794701406,False
Leung Mei Lin,Wong Hiu Lam,Yau Tsim Mong - Mong Kok,Yau Tsim Mong - Mong Kok,5,5,0.01374684493099096,False
Lam Wai Ling,Wong Wai Man,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.19563292307967373,False
Lam Chi Keung,Cheung Ho Yin,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Wong Tai Sin,5,5,0.22859948581972445,False
Chow Kin Man,Tang Chi Ho,Yau Tsim Mong - Yau Ma Tei,Yau Tsim Mong - Yau Ma Tei,5,5,0.07872481719103244,False
Lau Hoi Yan,Wong Pak Hei,Wong Tai Sin - Lok Fu,Wong Tai Sin - Lok Fu,5,5,0.029060657245659427,False
Lau Pak Kuen,Lam Pak Hei,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.05188444508127673,False
Chan Lai Kwan,Wong Siu Tung,Yau Tsim Mong - Yau Ma Tei,Yau Tsim Mong - Yau Ma Tei,5,5,0.15735145847962442,False
Tang Yee Kwan,Lam Ka Ming,Wong Tai Sin - Lok Fu,Wong Tai Sin - Lok Fu,5,5,0.0984814436204598,False
Wong Lai Kwan,Ng Yuk Ting,Sham Shui Po - Cheung Sha Wan,Sham Shui Po - Cheung Sha Wan,5,5,0.03199998000035854,False
Chan Siu Fong,Ho Man Yi,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Wong Tai Sin,5,5,0.10257174473793176,False
Lau Ka Yan,Cheung Ho Yin,Kowloon City - Ho Man Tin,Kowloon City - Ho Man Tin,5,5,0.07139087273249585,False
Tang Chi Keung,Ng Tsz Wai,Kowloon City - Kowloon Tong,Kowloon City - Kowloon Tong,5,5,0.10507295846638055,False
Cheung Yuk Lan,Ng Yiu Tung,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.03952485490913761,False
Lam Siu Fong,Leung Kwok Him,Wong Tai Sin - Lok Fu,Wong Tai Sin - Lok Fu,5,5,0.23067589697734725,False
Tang Chun Wah,Ng Sze Wing,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.20842104760502175,False
Tang Siu Fong,Leung Yan Ting,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Diamond Hill,5,5,0.17100899352623034,False
Tang Kwok Wai,Yip Ka Ching,Sha Tin - Sha Tin,Sha Tin - Sha Tin,5,5,0.06930275684977685,False
Tang Hoi Yan,Wong Wai Man,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Chuk Yuen,5,5,0.12823725948144035,False
Chan Sze Man,Ng Sze Wing,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Chuk Yuen,5,5,0.12134791241682341,False
Chow Yuk Lan,Tang Sze Wing,Wong Tai Sin - Lok Fu,Wong Tai Sin - Wong Tai Sin,5,5,0.107867190028095,False
Cheung Pak Kuen,Cheung Sze Wing,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.0,False
Lee Ka Yan,Leung Siu Tung,Yau Tsim Mong - Mong Kok,Yau Tsim Mong - Mong Kok,5,5,0.052759544830652476,False
Lam Hoi Yan,Ng Sze Wing,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Chuk Yuen,5,5,0.1383095952911186,False
Chan Yuk Lan,Ng Sze Wing,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Chuk Yuen,5,5,0.09696033510471731,False
Ng Kin Man,Wong Wai Man,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.1928082324292644,False
Lau Pak Kuen,Leung Kwok Him,Wong Tai Sin - Lok Fu,Wong Tai Sin - Lok Fu,5,5,0.07567806477430082,False
Lam Chi Keung,Lam Pak Hei,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Diamond Hill,5,5,0.053219062441920616,False
Lam Lai Kwan,Wong Chi Ho,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Diamond Hill,5,5,0.028090764866637377,False
Tang Kwok Wai,Chan Hiu Lam,Yau Tsim Mong - Mong Kok,Yau Tsim Mong - Mong Kok,5,5,0.12224235212602222,False
Lee Chi Keung,Ho Yuk Ting,Sham Shui Po - Cheung Sha Wan,Sham Shui Po - Sham Shui Po,5,5,0.05082968557722876,False
Tang Chun Wah,Yip Yuk Ting,Yau Tsim Mong - Yau Ma Tei,Yau Tsim Mong - Yau Ma Tei,5,5,0.16396227788532003,False
Yip Chun Wah,Lam Sze Wing,Kowloon City - Kowloon Tong,Sham Shui Po - Sham Shui Po,5,5,0.17074486556126617,False
Ho Chun Wah,Chan Hiu Lam,Yau Tsim Mong - Yau Ma Tei,Yau Tsim Mong - Mong Kok,5,5,0.07179228910877293,False
Leung Wing Chiu,Lee Ka Ching,Sha Tin - Sha Tin,Sha Tin - Sha Tin,5,5,0.021321702798491004,False
Cheung Chi Keung,Chow Lok Yin,Kowloon City - Kowloon Tong,Kowloon City - Kowloon Tong,5,5,0.09071557800829184,False
Wong Yee Kwan,Ng Yiu Tung,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Wong Tai Sin,5,5,0.27510548298386,False
Ho Tak Ming,Ng Ho Yin,Sham Shui Po - Cheung Sha Wan,Sham Shui Po - Cheung Sha Wan,5,5,0.10185397416670199,False
Lam Ka Yan,Tang Sze Wing,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Wong Tai Sin,5,5,0.40249652552201537,False
Lam Sze Man,Tang Sze Wing,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Wong Tai Sin,5,5,0.16827981455781882,False
Lau Mei Lin,Lau Ka Ming,Yau Tsim Mong - Mong Kok,Yau Tsim Mong - Mong Kok,5,5,0.0,False
Chow Wing Chiu,Wong Wai Man,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.3476993365851301,False
Yip Sze Man,Chan Siu Tung,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Wong Tai Sin,5,5,0.21967804750421738,False
Ho Kin Man,Lee Wai Man,Sham Shui Po - Sham Shui Po,Sham Shui Po - Sham Shui Po,5,5,0.06201569960813667,False
Lee Kam Ming,Yip Tsz Wai,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.15546151187096013,False
Ho Wing Chiu,Chan Siu Tung,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Wong Tai Sin,5,5,0.055708830136603105,False
Yip Siu Lan,Leung Yuk Ting,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Lok Fu,5,5,0.19392890962557469,False
Ho Wing Chiu,Tang Sze Wing,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Wong Tai Sin,5,5,0.23495461606881257,False
Ng Hoi Yan,Wong Tsz Wai,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Diamond Hill,5,5,0.08179023396705153,False
Ng Yuk Lan,Tang Sze Wing,Wong Tai Sin - Lok Fu,Wong Tai Sin - Wong Tai Sin,5,5,0.33832698801940086,False
Leung Ka Yan,Tang Sze Wing,Wong Tai Sin - Lok Fu,Wong Tai Sin - Wong Tai Sin,5,5,0.08429337550641113,False
Lee Hoi Yan,Wong Man Yi,Sham Shui Po - Sham Shui Po,Sham Shui Po - Sham Shui Po,5,5,0.19324975480899131,False
Ho Kwok Wai,Leung Yan Ting,Sha Tin - Sha Tin,Sha Tin - Sha Tin,5,5,0.15974624538290366,False
Ho Mei Lin,Leung Yan Ting,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Diamond Hill,5,5,0.11298702680686808,False
Tang Hoi Yan,Lee Wai Man,Sham Shui Po - Sham Shui Po,Sham Shui Po - Sham Shui Po,5,5,0.04410156409952792,False
Chan Wing Chiu,Leung Yan Ting,Sha Tin - Sha Tin,Sha Tin - Sha Tin,5,5,0.08493790414646106,False
Chan Kin Man,Tang Sze Wing,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Wong Tai Sin,5,5,0.4583075388759779,False
Lee Kin Man,Lam Chi Ho,Yau Tsim Mong - Mong Kok,Yau Tsim Mong - Yau Ma Tei,5,5,0.15646364467919446,False
Lee Wai Ling,Lau Siu Tung,Sham Shui Po - Cheung Sha Wan,Sham Shui Po - Cheung Sha Wan,5,5,0.033576158218452716,False
Wong Wai Ling,Yip Tsz Wai,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.10859485934218269,False
Lee Yat Fung,Chan Yan Ting,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Wong Tai Sin,5,5,0.0152140605978085,False
Ng Hoi Yan,Leung Kwok Him,Sham Shui Po - Cheung Sha Wan,Sham Shui Po - Cheung Sha Wan,5,5,0.01676850912722812,False
Lau Kam Ming,Ng Hiu Lam,Kowloon City - Kowloon Tong,Wong Tai Sin - Lok Fu,5,5,0.047261937293659836,False
Tang Wing Chiu,Tang Sze Wing,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Wong Tai Sin,5,5,0.35757224839799573,False
Tang Lai Kwan,Ng Sze Wing,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Chuk Yuen,5,5,0.3431504058536275,False
Lee Chun Wah,Tang Tsz Wai,Sham Shui Po - Sham Shui Po,Sham Shui Po - Sham Shui Po,5,5,0.10111369222315551,False
Tang Kin Man,Chow Tsz Wai,Wong Tai Sin - Lok Fu,Wong Tai Sin - Lok Fu,5,5,0.018721505567429107,False
Lau Chun Wah,Chan Siu Tung,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Wong Tai Sin,5,5,0.03129446938424407,False
Tang Hoi Yan,Tang Kwok Him,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Wong Tai Sin,5,5,0.0,False
Wong Chun Wah,Wong Wai Man,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.5673754052226204,False
Chan Yee Kwan,Lee Wai Man,Yau Tsim Mong - Mong Kok,Sham Shui Po - Sham Shui Po,5,5,0.45443302336534325,False
Lam Kin Man,Chow Wing Sze,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Wong Tai Sin,5,5,0.10689684183245117,False
Lau Siu Fong,Tang Pak Hei,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Diamond Hill,5,5,0.0722312905094057,False
Yip Chun Wah,Leung Wing Sze,Yau Tsim Mong - Yau Ma Tei,Yau Tsim Mong - Yau Ma Tei,5,5,0.041967787226794326,False
Tang Kin Man,Ho Ka Ming,Kowloon City - Kowloon Tong,Wong Tai Sin - Lok Fu,5,5,0.06305339643982796,False
Chan Mei Lin,Leung Kwok Him,Wong Tai Sin - Lok Fu,Wong Tai Sin - Lok Fu,5,5,0.23600250367132278,False
Chow Hoi Yan,Yip Hiu Lam,Yau Tsim Mong - Mong Kok,Yau Tsim Mong - Yau Ma Tei,5,5,0.05593364400718162,False
Tang Wing Chiu,Leung Kwok Him,Wong Tai Sin - Lok Fu,Wong Tai Sin - Lok Fu,5,5,0.26653903172434507,False
Ng Kwok Wai,Ng Tsz Wai,Kowloon City - Kowloon Tong,Kowloon City - Kowloon Tong,5,5,0.16842156803429767,False
Chow Tak Ming,Lam Chi Ho,Yau Tsim Mong - Mong Kok,Yau Tsim Mong - Yau Ma Tei,5,5,0.09149739399782655,False
Leung Sze Man,Chow Wing Sze,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Wong Tai Sin,5,5,0.12254224617018443,False
Lee Pak Kuen,Leung Kwok Him,Sham Shui Po - Cheung Sha Wan,Sham Shui Po - Cheung Sha Wan,5,5,0.1602513644974613,False
Ng Ka Yan,Lam Sze Wing,Kowloon City - Kowloon Tong,Sham Shui Po - Sham Shui Po,5,5,0.17910924414947024,False
Ho Lai Kwan,Lee Wai Man,Yau Tsim Mong - Mong Kok,Sham Shui Po - Sham Shui Po,5,5,0.39043852896421893,False
Wong Mei Lin,Ng Yiu Tung,Wong Tai Sin - Lok Fu,Wong Tai Sin - Chuk Yuen,5,5,0.051529497221177674,False
Chan Yee Kwan,Leung Chi Ho,Kowloon City - Ho Man Tin,Kowloon City - Ho Man Tin,5,5,0.16209560257100042,False
Lam Lai Kwan,Leung Kwok Him,Kowloon City - Kowloon Tong,Wong Tai Sin - Lok Fu,5,5,0.3322593354932231,False
Lee Yat Fung,Leung Yuk Ting,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Lok Fu,5,5,0.09016316976625165,False
Lee Lai Kwan,Ng Sze Wing,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Chuk Yuen,5,5,0.2945501116981226,False
Tang Wing Chiu,Lee Wai Man,Yau Tsim Mong - Mong Kok,Sham Shui Po - Sham Shui Po,5,5,0.012277477459920626,False
Ho Chi Keung,Cheung Ho Yin,Kowloon City - Ho Man Tin,Kowloon City - Ho Man Tin,5,5,0.16148547604298683,False
Chow Kam Ming,Leung Yan Ting,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Diamond Hill,5,5,0.05933347455856358,False
Chow Siu Lan,Ho Kwok Him,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Chuk Yuen,5,5,0.04670374569721409,False
Lam Wing Chiu,Tang Pak Hei,Sham Shui Po - Sham Shui Po,Sham Shui Po - Sham Shui Po,5,5,0.16359409380030102,False
Chan Wing Chiu,Chan Chi Ho,Yau Tsim Mong - Yau Ma Tei,Yau Tsim Mong - Yau Ma Tei,5,5,0.1419692579948494,False
Leung Lai Kwan,Leung Yuk Ting,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Lok Fu,5,5,0.2392039125294811,False
Lam Lai Kwan,Lau Man Yi,Sha Tin - Sha Tin,Sha Tin - Sha Tin,5,5,0.10942102801455197,False
Yip Yee Kwan,Lee Kwok Him,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Wong Tai Sin,5,5,0.12654100184958653,False
Chan Sze Man,Wong Man Yi,Sham Shui Po - Cheung Sha Wan,Sham Shui Po - Cheung Sha Wan,5,5,0.01162479303503059,False
Yip Chi Keung,Yip Yuk Ting,Yau Tsim Mong - Mong Kok,Yau Tsim Mong - Mong Kok,5,5,0.0,False
Chan Wai Ling,Ho Hiu Lam,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.06379724719827158,False
Chow Sze Man,Wong Chi Ho,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Diamond Hill,5,5,0.060446206347394504,False
Chan Tak Ming,Leung Pak Hei,Sha Tin - Sha Tin,Sha Tin - Sha Tin,5,5,0.037988994939427506,False
Leung Mei Lin,Cheung Tsz Ho,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Diamond Hill,5,5,0.029680713738012763,False
Lee Yuk Lan,Yip Tsz Ho,Sham Shui Po - Sham Shui Po,Sham Shui Po - Sham Shui Po,5,5,0.07377207024364514,False
Tang Chun Wah,Lam Hiu Lam,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.029628460459374898,False
Ng Kam Ming,Ng Sze Wing,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.3844671811198074,False
Ng Pak Kuen,Leung Yan Ting,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Diamond Hill,5,5,0.20517183997614677,False
Chan Siu Lan,Ho Kwok Him,Wong Tai Sin - Lok Fu,Wong Tai Sin - Chuk Yuen,5,5,0.11999526028439374,False
Tang Yee Kwan,Tang Chi Ho,Yau Tsim Mong - Yau Ma Tei,Yau Tsim Mong - Yau Ma Tei,5,5,0.0,False
Wong Kam Ming,Ho Siu Tung,Yau Tsim Mong - Yau Ma Tei,Yau Tsim Mong - Yau Ma Tei,5,5,0.06698816568456929,False
Lee Sze Man,Cheung Ho Yin,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Wong Tai Sin,5,5,0.31558360450740364,False
Chan Kam Ming,Chow Wing Sze,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Wong Tai Sin,5,5,0.07447568741532018,False
Lam Chi Keung,Lau Sze Wing,Wong Tai Sin - Lok Fu,Wong Tai Sin - Lok Fu,5,5,0.12486505090072304,False
Lam Ming Yuet,Wong Wai Man,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.30806250895438353,False
Lee Kam Ming,Lam Ka Ming,Wong Tai Sin - Lok Fu,Wong Tai Sin - Lok Fu,5,5,0.11606970256778348,False
Chan Kam Ming,Cheung Siu Tung,Yau Tsim Mong - Mong Kok,Yau Tsim Mong - Mong Kok,5,5,0.019446921282689284,False
Lee Hoi Yan,Cheung Man Yi,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Diamond Hill,5,5,0.11992183275743822,False
Ho Mei Lin,Yip Yan Ting,Yau Tsim Mong - Mong Kok,Yau Tsim Mong - Mong Kok,5,5,0.15058366836293155,False
Chan Chi Keung,Leung Yuk Ting,Wong Tai Sin - Lok Fu,Wong Tai Sin - Lok Fu,5,5,0.21974400441586456,False
Ho Ming Yuet,Cheung Sze Wing,Kowloon City - Ho Man Tin,Yau Tsim Mong - Mong Kok,5,5,0.07766259613572465,False
Chan Sze Man,Chow Lok Yin,Wong Tai Sin - Lok Fu,Wong Tai Sin - Lok Fu,5,5,0.01483054229390557,False
Chan Pak Kuen,Wong Wai Man,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Chuk Yuen,5,5,0.513856178695091,False
Lam Yuk Lan,Chan Siu Tung,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Wong Tai Sin,5,5,0.2563662992505038,False
Wong Kam Ming,Lam Yan Ting,Kowloon City - Ho Man Tin,Yau Tsim Mong - Mong Kok,5,5,0.08300394694911331,False
Wong Siu Lan,Lee Hiu Lam,Wong Tai Sin - Lok Fu,Wong Tai Sin - Lok Fu,5,5,0.024032893646077306,False
Tang Kwok Wai,Yip Lok Yin,Kowloon City - Ho Man Tin,Kowloon City - Ho Man Tin,5,5,0.07479503738940357,False
Leung Yuk Lan,Chow Wing Sze,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Wong Tai Sin,5,5,0.19371814531212433,False
Ho Hoi Yan,Ng Hiu Lam,Kowloon City - Kowloon Tong,Wong Tai Sin - Lok Fu,5,5,0.07635764544193424,False
Ho Pak Kuen,Chow Wing Sze,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Wong Tai Sin,5,5,0.1472516282681546,False
Ho Kwok Wai,Lee Tsz Ho,Sham Shui Po - Cheung Sha Wan,Sham Shui Po - Cheung Sha Wan,5,5,0.03336308933743147,False
Leung Chi Keung,Cheung Yuk Ting,Yau Tsim Mong - Yau Ma Tei,Yau Tsim Mong - Mong Kok,5,5,0.11065476278033042,False
Chan Hoi Yan,Wong Tsz Wai,Sha Tin - Sha Tin,Sha Tin - Sha Tin,5,5,0.3395185329037811,False
Lau Yee Kwan,Ho Man Yi,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Wong Tai Sin,5,5,0.09837060609321863,False
Lam Yat Fung,Ho Chi Ho,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.2254598107886382,False
Lee Yat Fung,Leung Yiu Tung,Kowloon City - Ho Man Tin,Kowloon City - Ho Man Tin,5,5,0.10771698421918532,False
Wong Kam Ming,Lee Chi Ho,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Diamond Hill,5,5,0.0628528026296589,False
Lam Kwok Wai,Ho Yan Ting,Sham Shui Po - Sham Shui Po,Yau Tsim Mong - Mong Kok,5,5,0.049614497265326137,False
Ng Siu Fong,Leung Kwok Him,Kowloon City - Kowloon Tong,Wong Tai Sin - Lok Fu,5,5,0.3675967279213327,False
Chan Siu Fong,Lee Wai Man,Sham Shui Po - Sham Shui Po,Sham Shui Po - Sham Shui Po,5,5,0.6498792896523541,False
Chan Siu Fong,Ng Sze Wing,Wong Tai Sin - Chuk Yuen,Wong Tai Sin - Chuk Yuen,5,5,0.184313184081437,False
Lee Wai Ling,Chow Tsz Wai,Sha Tin - Sha Tin,Sha Tin - Sha Tin,5,5,0.13328123241449275,False
Lau Mei Lin,Ng Pak Hei,Sha Tin - Sha Tin,Sha Tin - Sha Tin,5,5,0.06627537343878523,False
Lau Chi Keung,Leung Yan Ting,Sha Tin - Sha Tin,Sha Tin - Sha Tin,5,5,0.09912018215609068,False
Wong Kwok Wai,Lam Chi Ho,Yau Tsim Mong - Yau Ma Tei,Yau Tsim Mong - Yau Ma Tei,5,5,0.12288048971078239,False
Tang Kam Ming,Cheung Ho Yin,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Wong Tai Sin,5,5,0.24660794619390772,False
Lau Ka Yan,Ho Kwok Him,Wong Tai Sin - Wong Tai Sin,Wong Tai Sin - Chuk Yuen,5,5,0.11726704307113091,False
Lee Kwok Wai,Yip Tsz Wai,Wong Tai Sin - Diamond Hill,Wong Tai Sin - Diamond Hill,5,5,0.05539488039457294,False
Yip Yuk Lan,Chow Tsz Ho,Yau Tsim Mong - Yau Ma Tei,Yau Tsim Mong - Mong Kok,5,5,0.13167527929201556,False
Lee Hoi Yan,Yip Yuk Ting,Yau Tsim Mong - Mong Kok,Yau Tsim Mong - Mong Kok,5,5,0.10551452664636703,False
