elder_name,youth_name,elder_district,youth_district,zone,jaccard_score,distance_km,final_score,shared_interests
Cheung Siu Fong,Lee Lok Yin,Grand Promenade,Fullview Garden,0,0.3333333333333333,2.761345934917282,0.32321267508903884,centre; community; food_social; tea
Leung Tak Ming,Lam Ho Yin,Shun Lee Estate,Tung Hei Court,0,0.35714285714285715,6.68469185216467,0.3230907538593706,arts; centre; community; cooking; food_social
Lau Chun Wah,Lee Chi Ho,Lok Wah North Estate,Po Tat Estate,0,0.3076923076923077,1.4415825624890206,0.32297402480980375,arts; karaoke; music; songs
Chan Kam Ming,Tang Wing Sze,Tsui Ping South Estate,Lei Yue Mun Estate,0,0.26666666666666666,0.5694175979571794,0.32224352281715607,park; reading; walk; walking
Wong Kam Ming,Ng Sze Wing,Shun On Estate,Shun Tin Estate,0,0.25,0.3698492039932176,0.32200110388993053,cooking; food_social; park; walking
Cheung Wing Chiu,Lee Tsz Wai,Yau Tong Estate,Yiu Tung Estate,0,0.3333333333333333,2.928869215437267,0.3215122575415054,centre; community; companionship; park; walking
Lau Siu Lan,Ho Kwok Him,Tong Ming Court,Bauhinia Garden,0,0.23809523809523808,0.26239481826714084,0.32120273288057566,digital_help; games; mahjong; reading; smartphone
Chow Sze Man,Cheung Lok Yin,Telford Gardens,Choi Ying Estate,0,0.26666666666666666,0.6050033574073546,0.32012441509300193,arts; chess; chinese; games
Cheung Ka Yan,Lam Man Yi,Harmony Garden,Kai Tsui Court,0,0.26666666666666666,0.6059293832295058,0.3200705246235786,games; mahjong; park; walking
Ho Wing Chiu,Chow Pak Hei,Po Pui Court,Hiu Lai Court,0,0.2727272727272727,0.7059425028432812,0.3197461159367093,centre; community; games
Ho Yee Kwan,Chan Tsz Ho,La Cite Noble,Ming Tak Estate,0,0.2222222222222222,0.14771222433555337,0.3195836717965465,chess; chinese; games; mahjong
Lau Ming Yuet,Cheung Tsz Ho,Ko Yee Estate,Yuk Ming Court,0,0.3333333333333333,3.157732047836264,0.31941069432586333,cooking; food_social; games; mahjong
Lau Wai Ling,Wong Yiu Tung,Lok Nga Court,Sau Mau Ping Estate,0,0.3076923076923077,1.5924107576741107,0.3193996625676452,centre; community; cooking; food_social
Ng Yee Kwan,Ng Wai Man,Taikoo Shing,Grand Promenade,0,0.25,0.40754548479732466,0.31906849218737593,food_social; games; mahjong; tea
Leung Tak Ming,Lam Man Yi,Kai Tsui Court,Kai Tsui Court,0,0.2857142857142857,0.971296356598243,0.3189492025304264,games; mahjong; park; walking
Chow Kam Ming,Chan Chi Ho,Shun Chi Court,Wo Lok Estate,0,0.2727272727272727,0.7296878967439376,0.3185390291354166,food_social; light_exercise; park; stretching; tea; walking
Ng Wai Ling,Chow Ka Ming,The Wings,Tak Tin Estate,0,0.3076923076923077,1.6620778509098846,0.31788542372393286,chess; chinese; games; reading
Leung Sze Man,Wong Kwok Him,Tong Ming Court,Hau Tak Estate,0,0.2857142857142857,1.0215915214196307,0.3170561085783014,arts; calligraphy; games; mahjong
Lau Ka Yan,Ng Man Yi,Telford Gardens,Choi Ha Estate,0,0.25,0.43657314938719016,0.316915149387963,cooking; food_social; games; light_exercise; park; walking
Lau Kin Man,Chan Siu Tung,Po Pui Court,Hiu Lai Court,0,0.21428571428571427,0.11685346396218974,0.3164487485064874,games; mahjong; reading
Chan Lai Kwan,Cheung Wing Sze,Yau Lai Estate,Hong Wah Court,0,0.2222222222222222,0.1825708819449754,0.3157311799431848,park; reading; walk; walking
Lau Siu Fong,Leung Siu Tung,Upper Ngau Tau Kok Estate,Healthy Gardens,0,0.3333333333333333,3.7468055322389087,0.31493353245277145,arts; light_exercise; reading; stretching
Lee Lai Kwan,Chan Chi Ho,Hong Pak Court,Wo Lok Estate,0,0.3181818181818182,2.3727524636696518,0.31492860680821966,arts; calligraphy; food_social; light_exercise; park; tea; walking
Yip Siu Lan,Lau Sze Wing,Ying Ming Court,Ming Tak Estate,0,0.29411764705882354,1.3116423346942725,0.3148889310204809,arts; calligraphy; games; light_exercise; mahjong
Cheung Yuk Lan,Lau Lok Yin,Po Ming Court,Po Lam Estate,0,0.29411764705882354,1.3252612183020869,0.3145088813331392,light_exercise; park; reading; walk; walking
Tang Yat Fung,Chan Chi Ho,Sau Mau Ping Estate,Wo Lok Estate,0,0.25,0.4778572620902461,0.31399830017267266,food_social; light_exercise; park; tea; walking
Leung Tak Ming,Lee Chi Ho,Yung Ming Court,Sau Mau Ping Estate,0,0.3333333333333333,3.9608969308771687,0.313569801070928,centre; community; digital_help; smartphone
Yip Yat Fung,Chan Pak Hei,Laguna City,Ko Cheung Court,0,0.2777777777777778,0.9381547195775632,0.31350431325582623,digital_help; park; smartphone; walk; walking
Chow Lai Kwan,Chow Sze Wing,Ko Yee Estate,Kai Tin Estate,0,0.2857142857142857,1.129375712277572,0.31330032445967954,games; light_exercise; mahjong; stretching
Leung Ming Yuet,Tang Man Yi,Kai Tin Estate,Wo Lok Estate,0,0.25,0.49065915478867433,0.31312662515312895,food_social; light_exercise; stretching; tea
Wong Siu Lan,Cheung Man Yi,Yuk Ming Court,Oscar By The Sea,0,0.23529411764705882,0.3265060666288503,0.31307901544785716,arts; calligraphy; park; walking
Chow Hoi Yan,Ng Wing Sze,Nan Fung Plaza,On Ning Garden,0,0.2857142857142857,1.1379631245442645,0.31301738008386043,food_social; games; mahjong; tea
Chan Chi Keung,Chan Chi Ho,Metro Town,Kwong Ming Court,0,0.26666666666666666,0.7374422184328767,0.31300047299911304,digital_help; light_exercise; smartphone; stretching
Wong Wing Chiu,Leung Pak Hei,Lower Ngau Tau Kok Estate,Po Ming Court,0,0.3333333333333333,4.056850673072962,0.3129960640915757,food_social; games; mahjong; park; tea; walking
Chow Chi Keung,Ho Hiu Lam,Greenwood Terrace,Yiu Tung Estate,0,0.3125,2.269833515589331,0.3114988951952314,chinese; food_social; games; mahjong; tea
Leung Yat Fung,Lam Man Yi,Tsui Wan Estate,Kai Tsui Court,0,0.26666666666666666,0.7690561540851282,0.31145764385165764,games; mahjong; park; walking
Chan Ka Yan,Chan Pak Hei,Residence Oasis,Choi Ying Estate,0,0.3333333333333333,4.382764831554658,0.3112000532614779,centre; community; companionship; park; walking
Ng Kin Man,Tang Tsz Ho,Fullview Garden,Harmony Garden,0,0.3,1.6787783601791695,0.3109956740840505,cooking; food_social; reading
Yip Chun Wah,Ng Sze Wing,Hiu Lai Court,Shun Tin Estate,0,0.29411764705882354,1.4618552963630302,0.3109296574910797,cooking; food_social; park; walk; walking
Wong Ming Yuet,Ho Ka Ming,Metro Town,Po Ming Court,0,0.25,0.5285669946822884,0.3106311257680121,arts; cooking; food_social
Lau Siu Fong,Leung Ho Yin,Yau Tong Estate,Tak Tin Estate,0,0.26666666666666666,0.7876374557665943,0.3105762980721439,food_social; park; tea; walking
Wong Sze Man,Ng Ka Ming,Choi Ha Estate,Metropole Building,0,0.3333333333333333,4.544266223392286,0.3103883112070729,centre; community; park; reading; walking
Lee Chi Keung,Wong Pak Hei,Choi Tak Estate,Lok Wah South Estate,0,0.25,0.5338101998514193,0.310295672511847,chess; chinese; games; park; walking
Chan Kam Ming,Leung Yan Ting,Nan Fung Plaza,Residence Oasis,0,0.21428571428571427,0.1706802586999695,0.3102734879323211,karaoke; music; songs
Ng Hoi Yan,Leung Hiu Lam,Wo Lok Estate,Hong Pak Court,0,0.29411764705882354,1.4922906569590653,0.3101855965640141,cooking; food_social; park; tea; walking
Ng Yuk Lan,Wong Kwok Him,Fu Ning Garden,Hau Tak Estate,0,0.25,0.5473444604872079,0.30944027660316176,arts; calligraphy; games; mahjong
Lee Kwok Wai,Lam Pak Hei,Ocean Shores,Kin Ming Estate,0,0.23529411764705882,0.3738975434382061,0.3091784469055982,food_social; light_exercise; reading; tea
Chan Hoi Yan,Chan Pak Hei,Po Ming Court,Choi Ying Estate,0,0.3333333333333333,4.8604117925088675,0.30892880431913317,centre; community; park; walk; walking
Chow Sze Man,Chow Tsz Wai,Healthy Village,Harmony Garden,0,0.3333333333333333,4.8978352515547945,0.3087663937024674,games; light_exercise; mahjong; reading; stretching
Lau Ming Yuet,Ho Tsz Wai,Verbena Heights,Yung Ming Court,0,0.2727272727272727,0.9746055191411431,0.30778272184703914,games; mahjong; reading
Lee Sze Man,Cheung Sze Wing,Kwong Tin Estate,Hong Yat Court,0,0.25,0.5757928632498666,0.30769017600488724,food_social; park; tea; walking
Chan Tak Ming,Lau Man Yi,The Grandiose,Verbena Heights,0,0.2777777777777778,1.0998899838523033,0.30754342478157354,chess; chinese; games; park; walking
Yip Siu Lan,Lau Ho Yin,Shin Ming Estate,Lam Tin Estate,0,0.2857142857142857,1.3339507870336633,0.3071258501637963,centre; community; games; mahjong; park; walking
Ho Mei Lin,Lam Yan Ting,Tak Tin Estate,Kwong Tin Estate,0,0.25,0.5973923959462165,0.3064030387152603,chess; chinese; games
Leung Yuk Lan,Wong Yiu Tung,Oscar By The Sea,Oscar By The Sea,0,0.25,0.6137691159138747,0.30545009956554736,light_exercise; park; walk; walking
Ng Wai Ling,Wong Pak Hei,Tsui Lam Estate,Serenity Place,0,0.25,0.6181118026423941,0.30520064018756204,arts; calligraphy; centre; community
Wong Siu Fong,Wong Kwok Him,Yan Ming Court,Hau Tak Estate,0,0.21428571428571427,0.22245524153448137,0.30484673611000296,arts; games; mahjong
Wong Sze Man,Yip Tsz Wai,Yuk Ming Court,King Lam Estate,0,0.23809523809523808,0.4703581203767357,0.3043969156495246,cooking; food_social; park; reading; walking
Wong Yuk Lan,Wong Wai Man,Tai On Building,Bedford Gardens,0,0.2631578947368421,0.8815195366718709,0.3034070074871848,food_social; light_exercise; park; tea; walking
Lee Yee Kwan,Chow Chi Ho,Cheerful Garden,Tung Tao Court,0,0.3076923076923077,2.698966759987875,0.30209032635178357,chess; chinese; games; reading
Yip Hoi Yan,Ho Wing Sze,The Wings,The Grandiose,0,0.2222222222222222,0.3274662559425621,0.30188611147628575,digital_help; games; mahjong; smartphone
Chow Pak Kuen,Lee Pak Hei,Bauhinia Garden,Yung Ming Court,0,0.2222222222222222,0.3318761513858655,0.3015119731328102,centre; community; food_social; tea
Lau Wing Chiu,Ng Wai Man,Tai On Building,Metropole Building,0,0.3,2.239350277098637,0.301305582036145,centre; community; food_social; park; tea; walking
Lee Pak Kuen,Lee Chi Ho,Serenity Place,Po Tat Estate,0,0.2857142857142857,1.569458499335161,0.3012352019068656,arts; karaoke; music; songs
Ng Ka Yan,Lau Sze Wing,Po Ming Court,Ming Tak Estate,0,0.29411764705882354,1.9315807149664668,0.30116693503754194,arts; calligraphy; games; light_exercise; mahjong
Lee Tak Ming,Yip Sze Wing,Tak Bo Garden,Shun On Estate,0,0.23529411764705882,0.4932721725468259,0.3004505426121816,digital_help; games; mahjong; smartphone
Chan Wing Chiu,Chan Hiu Lam,Hing Tung Estate,Kwun Tong Garden Estate,0,0.3125,3.3196978825576253,0.3003496506765393,cooking; food_social; games; mahjong; reading
Lau Yuk Lan,Cheung Siu Tung,Yau Chui Court,Hong Nga Court,0,0.23529411764705882,0.5126849662309869,0.2991614270972367,games; mahjong; park; walking
Wong Sze Man,Ng Tsz Wai,Hau Tak Estate,Hau Tak Estate,0,0.2727272727272727,1.2402636710270458,0.2987745860753792,cooking; food_social; reading
Lee Ming Yuet,Chan Wai Man,Hing Man Estate,Lok Hin Terrace,0,0.2857142857142857,1.7026952582528976,0.29835729572934067,games; light_exercise; mahjong; stretching
Lam Pak Kuen,Yip Siu Tung,Tsui Ping North Estate,Upper Ngau Tau Kok Estate,0,0.22727272727272727,0.4297815793051888,0.2980929473858281,centre; community; park; walk; walking
Yip Yat Fung,Chow Tsz Ho,Tung Tao Court,Aldrich Garden,0,0.2222222222222222,0.37769330267027823,0.2977665321998249,digital_help; park; smartphone; walking
Tang Kwok Wai,Chow Lok Yin,Hong Pak Court,Po Tat Estate,0,0.3076923076923077,3.149576458647088,0.2976867290772902,cooking; food_social; games; mahjong
Ho Lai Kwan,Lau Ho Yin,Fung Wah Estate,Yue Wan Estate,0,0.26666666666666666,1.1330151117291405,0.2969896564922763,games; mahjong; park; walking
Ng Lai Kwan,Leung Kwok Him,On Ning Garden,Wo Ming Court,0,0.23529411764705882,0.5520264982765671,0.2966478344065427,food_social; park; tea; walking
Ho Lai Kwan,Yip Kwok Him,Yau Chui Court,On Tat Estate,0,0.3,2.671733281510108,0.2958526405649781,centre; community; digital_help; park; smartphone; walking
Cheung Sze Man,Wong Yiu Tung,Po Tat Estate,Sau Mau Ping Estate,0,0.26666666666666666,1.1794406677386453,0.2954916648510117,centre; community; cooking; food_social
Wong Kam Ming,Ng Wai Man,Fortress Garden,Bedford Gardens,0,0.2222222222222222,0.4183278100480213,0.29464723257878755,arts; calligraphy; chinese; reading
Lam Pak Kuen,Ng Yiu Tung,Yau Lai Estate,Yau Chui Court,0,0.2,0.20522125263930488,0.2944584757126678,park; walk; walking
Lau Siu Fong,Leung Ho Yin,Yan Ming Court,Yu Ming Court,0,0.2,0.2055690904413147,0.2944225662297716,companionship; light_exercise; park; walking
Cheung Wai Ling,Chow Ka Ching,Yee Ming Estate,Tseung Kwan O Plaza,0,0.23529411764705882,0.5890463756387306,0.29439623808317505,arts; calligraphy; centre; community
Chan Kwok Wai,Ng Wai Man,Yau Lai Estate,Tsui Ping South Estate,0,0.2857142857142857,1.920800300820103,0.2942129305013316,games; light_exercise; mahjong; stretching
Chow Hoi Yan,Chan Pak Hei,New Jade Garden,Ko Cheung Court,0,0.3125,4.37740791961204,0.2935194804341386,digital_help; park; reading; smartphone; walking
Chan Kam Ming,Ng Yiu Tung,Beverly Garden,Yau Chui Court,0,0.2857142857142857,1.9651616980499924,0.29344460326398875,park; reading; walk; walking
Lee Pak Kuen,Chan Ho Yin,Fu Ning Garden,Kwong Ming Court,0,0.2727272727272727,1.4463399848414304,0.2931342707222034,arts; calligraphy; companionship
Wong Chi Keung,Lee Ka Ming,Lok Hin Terrace,Lok Hin Terrace,0,0.25,0.893728590121814,0.29170881629101414,arts; calligraphy; digital_help; smartphone
Lau Ka Yan,Ho Ka Ching,Kornhill,Tung Tao Court,0,0.22727272727272727,0.5263419377254647,0.29145599665556704,food_social; games; mahjong; park; walking
Ho Lai Kwan,Lam Pak Hei,Hing Tin Estate,Tsui Ping South Estate,0,0.21428571428571427,0.37665921459891305,0.29110228472617683,arts; calligraphy; chinese
Tang Pak Kuen,Chow Chi Ho,Heng Fa Chuen,Tung Tao Court,0,0.25,0.9276836723573841,0.29031359677989255,games; mahjong; reading
Ho Pak Kuen,Ng Ka Ming,Nan Fung Sun Chuen,Metropole Building,0,0.25,0.9299069844883077,0.290223953126047,centre; community; park; walking
Ho Lai Kwan,Ng Chi Ho,Kwong Tin Estate,Tsui Ping South Estate,0,0.23529411764705882,0.6990122697808436,0.28828659019593106,digital_help; games; mahjong; smartphone
Chow Siu Lan,Wong Hiu Lam,Wo Lok Estate,Kornhill,0,0.29411764705882354,2.938511303231888,0.2880854562679335,light_exercise; park; stretching; walk; walking
Yip Mei Lin,Leung Yuk Ting,Choi Fook Estate,Cheung Wo Court,0,0.18181818181818182,0.12661808200201458,0.28768729062662957,food_social; light_exercise; stretching; tea
Ho Lai Kwan,Cheung Hiu Lam,Hiu Lai Court,Tsui Ping North Estate,0,0.17647058823529413,0.09181268463328064,0.28738620379775326,arts; games; mahjong
Ho Yat Fung,Leung Kwok Him,Lei Yue Mun Estate,Yau Tong Estate,0,0.21428571428571427,0.4296222053513572,0.28706568181536185,park; walk; walking
Lam Hoi Yan,Yip Kwok Him,Yee Ming Estate,On Tat Estate,0,0.3,3.746219717644036,0.2866040994567479,centre; community; digital_help; park; smartphone; walking
Tang Pak Kuen,Chan Lok Yin,Lei On Court,Tak Tin Estate,0,0.2,0.2886172168904776,0.2864038459473329,karaoke; music; songs
Ho Wing Chiu,Chow Yuk Ting,LOHAS Park - LP6,Bedford Gardens,0,0.3125,6.368343371577475,0.285982357473134,centre; community; games; park; walking
Ng Yat Fung,Chow Pak Hei,Kin Ming Estate,Shin Ming Estate,0,0.21428571428571427,0.4446909554744809,0.2859712914744996,park; walk; walking
Lau Pak Kuen,Ng Siu Tung,Kwong Ming Court,Metro Town,0,0.21052631578947367,0.4137721875454793,0.28504649904578394,light_exercise; park; walk; walking
Ng Yuk Lan,Cheung Lok Yin,Fullview Garden,Heng Fa Chuen,0,0.2857142857142857,2.5927498608991133,0.2846078925078467,food_social; light_exercise; stretching; tea
Chan Lai Kwan,Chan Hiu Lam,Yan Ming Court,Po Lam Estate,0,0.21428571428571427,0.4687716081701199,0.2842690142428562,arts; games; mahjong
Cheung Yat Fung,Lam Pak Hei,Wo Ming Court,Yuk Ming Court,0,0.17647058823529413,0.11729373146549983,0.28425296837855907,park; walk; walking
Chow Siu Lan,Leung Yan Ting,LOHAS Park - LP6,Residence Oasis,0,0.2857142857142857,2.6313565316336143,0.28416402051933715,arts; karaoke; music; songs
Ng Mei Lin,Lam Man Yi,Shun Lee Estate,Shun Tin Estate,0,0.19047619047619047,0.2280216947684796,0.2840524410858529,cooking; food_social; park; walking
Chan Kwok Wai,Ng Ka Ching,Hong Wah Court,Verbena Heights,0,0.26666666666666666,1.6230978346603322,0.28385096151757666,centre; community; food_social; tea
Ng Lai Kwan,Leung Pak Hei,King Lam Estate,Po Ming Court,0,0.21052631578947367,0.4302805235581382,0.28382190004568936,games; mahjong; park; walking
Wong Ming Yuet,Chow Yuk Ting,The Beaumount,Bedford Gardens,0,0.3125,7.38454318426361,0.283515062309122,centre; community; games; park; walking
Ho Chun Wah,Leung Ho Yin,Hong Nga Court,Tak Tin Estate,0,0.2,0.3217176738315427,0.283488684436793,park; walk; walking
Lam Hoi Yan,Tang Ka Ching,Po Ming Court,Po Ming Court,0,0.23076923076923078,0.7196519708740531,0.28338079820028783,arts; centre; community
Chow Wai Ling,Lau Hiu Lam,Residence Oasis,On Ning Garden,0,0.2222222222222222,0.5998307256400296,0.28264880835786327,games; mahjong; park; walking
Chan Yee Kwan,Yip Man Yi,Lei Yue Mun Estate,Hong Pak Court,0,0.2,0.3315764018134583,0.2826484366918164,cooking; food_social; park; walking
Yip Sze Man,Chow Ka Ming,La Cite Noble,Serenity Place,0,0.2222222222222222,0.6073229500141455,0.2822117646673253,digital_help; food_social; smartphone; tea
Tang Tak Ming,Leung Hiu Lam,Laguna City,Hong Pak Court,0,0.25,1.1606113095759505,0.2819247962764943,cooking; food_social; park; tea; walking
Lau Siu Fong,Lau Yuk Ting,Metro City,Serenity Place,0,0.2222222222222222,0.6286433333145115,0.2809900855915024,light_exercise; park; walk; walking
Lam Yat Fung,Tang Sze Wing,Verbena Heights,Hong Wah Court,0,0.2,0.35977664115499863,0.28031223471568795,cooking; food_social
Wong Yee Kwan,Wong Tsz Wai,The Grandiose,Tseung Kwan O Plaza,0,0.2,0.3602949913985576,0.28027019944091747,arts; centre; community; games
Lau Yee Kwan,Lee Hiu Lam,La Cite Noble,Po Ming Court,0,0.17647058823529413,0.1571344802391328,0.2796305680641381,park; walk; walking
Leung Yuk Lan,Tang Man Yi,Fullview Garden,Fullview Garden,0,0.22727272727272727,0.7372785670042419,0.27952375714826705,food_social; light_exercise; park; stretching; walking
Chow Ming Yuet,Tang Yuk Ting,Shin Ming Estate,Bauhinia Garden,0,0.21428571428571427,0.5507486558518986,0.27887033095620567,arts; light_exercise; stretching
Lau Chi Keung,Tang Ka Ching,Ko Yee Estate,Sceneway Garden,0,0.2727272727272727,2.2553682568989117,0.2778959180872241,centre; community; companionship
Leung Tak Ming,Lau Hiu Lam,Residence Oasis,Serenity Place,0,0.2727272727272727,2.302938715584459,0.27723228511118136,centre; community; digital_help; light_exercise; smartphone; stretching
Yip Lai Kwan,Chow Ho Yin,Hing Wah (1) Estate,Tsui Wan Estate,0,0.21428571428571427,0.5841762243879625,0.27682929271157153,food_social; reading; tea
Chow Yuk Lan,Chow Pak Hei,Yan Ming Court,Hiu Lai Court,0,0.2727272727272727,2.365304771184599,0.2763906678778023,centre; community; companionship
Lam Chun Wah,Ho Kwok Him,Yue Wan Estate,Harmony Garden,0,0.23076923076923078,0.8783524543261862,0.27601106339469084,digital_help; reading; smartphone
Tang Wing Chiu,Lee Wai Man,Oi Tung Estate,Grand Promenade,0,0.21428571428571427,0.6016922644354588,0.2757938057867715,park; walk; walking
Chan Kwok Wai,Lau Hiu Lam,The Grandiose,On Ning Garden,0,0.23529411764705882,0.9851082865859403,0.2755626285042492,games; mahjong; park; walking
Lam Yee Kwan,Ng Wai Man,Metropole Building,Tsui Ping South Estate,0,0.2857142857142857,3.636531640636745,0.2752089117279361,games; light_exercise; mahjong; stretching
Lau Sze Man,Chan Yuk Ting,Choi Ha Estate,Lok Nga Court,0,0.2222222222222222,0.7380317172684354,0.27519341285680954,arts; park; walk; walking
Leung Sze Man,Lau Tsz Wai,Tung Hei Court,Tai On Building,0,0.2,0.4269065996165034,0.2751225076962389,games; mahjong; park; walking
Chow Kin Man,Wong Wing Sze,Lok Hin Terrace,Kai Tsui Court,0,0.25,1.399412067931526,0.2750153144825646,arts; calligraphy; chinese; park; walking
Yip Sze Man,Wong Wing Sze,Kai Tsui Court,Kai Tsui Court,0,0.18181818181818182,0.2459814513055101,0.2749324794428425,arts; games; park; walking
Ho Ming Yuet,Chan Ka Ching,Fu Ning Garden,Fu Ning Garden,0,0.17647058823529413,0.20295260341817556,0.2746931920457853,cooking; food_social; tea
Lau Kin Man,Chan Kwok Him,Provident Centre,Tseung Kwan O Plaza,0,0.3,6.777955197624995,0.2742852743669445,companionship; light_exercise; stretching
Lau Ming Yuet,Ng Yiu Tung,Metro Town,Yau Chui Court,0,0.1875,0.30853139998552725,0.27400732750980145,park; reading; walking
Lam Hoi Yan,Leung Man Yi,Ming Tak Estate,Chung Ming Court,0,0.1875,0.3152822608767995,0.2734189618641297,park; walk; walking
Cheung Kin Man,Wong Lok Yin,Sau Mau Ping Estate,Shun Tin Estate,0,0.25,1.4766763294011123,0.27306503961350154,centre; community; park; walk; walking
Wong Sze Man,Cheung Ka Ching,Yuk Ming Court,Beverly Garden,0,0.16666666666666666,0.14286298900527186,0.2729159952765269,chess; chinese; games
Leung Yee Kwan,Chow Man Yi,Metro City,Po Pui Court,0,0.2777777777777778,3.0802212207163575,0.27287382369110813,arts; calligraphy; chinese; games; mahjong
Cheung Yee Kwan,Cheung Ka Ching,Yu Ming Court,Beverly Garden,0,0.2,0.4598268018016374,0.272751915374398,centre; community; games; mahjong
Lam Kin Man,Yip Tsz Wai,Chung Ming Court,King Lam Estate,0,0.16666666666666666,0.14596465477022616,0.27256075609220487,food_social; park; reading; walking
Yip Kam Ming,Yip Ka Ming,Lok Wah South Estate,Lok Wah South Estate,0,0.1875,0.32687501102769284,0.2724225732479292,arts; calligraphy; chinese
Chow Sze Man,Leung Tsz Ho,Po Ming Court,Hong Sing Garden,0,0.21052631578947367,0.6103329871124696,0.27209580492483987,light_exercise; park; walk; walking
Tang Sze Man,Wong Wai Man,Fung Wah Estate,Bedford Gardens,0,0.2777777777777778,3.1766472886432613,0.27202508460077246,food_social; light_exercise; park; tea; walking
Chow Siu Lan,Chow Ho Yin,Tsui Wan Estate,Tsui Wan Estate,0,0.25,1.5333875096741072,0.2717092601022162,chinese; food_social; reading; tea
Cheung Kin Man,Ng Chi Ho,Healthy Village,Braemar Hill Mansion,0,0.17647058823529413,0.23412481393987053,0.27154362209210736,companionship; park; walking
Leung Wai Ling,Chow Wing Sze,Amoy Gardens,Yee Ming Estate,0,0.2916666666666667,5.617548423228528,0.2705836711835477,arts; calligraphy; digital_help; light_exercise; park; smartphone; walking
Leung Wing Chiu,Ng Siu Tung,Kai Tin Estate,Metro Town,0,0.2631578947368421,2.21011762869769,0.2704114701940101,light_exercise; park; reading; stretching; walking
Tang Kam Ming,Chow Yuk Ting,Upper Ngau Tau Kok Estate,Choi Ha Estate,0,0.18181818181818182,0.30051537542145046,0.26988434467690753,light_exercise; park; walk; walking
Lau Yuk Lan,Chan Wing Sze,Shun On Estate,On Tai Estate,0,0.16666666666666666,0.17025544629143954,0.26984380993513224,park; walk; walking
Chan Kin Man,Ho Lok Yin,Laguna City,Nan Fung Sun Chuen,0,0.2727272727272727,3.1656879196799323,0.26782664017901003,digital_help; reading; smartphone
Ng Wing Chiu,Leung Chi Ho,Tung Tao Court,Lei King Wan,0,0.18181818181818182,0.3372530377388005,0.26671569889475083,cooking; digital_help; food_social; smartphone
Lee Kin Man,Wong Tsz Ho,Ping Tin Estate,Yau Tong Estate,0,0.25,1.8046084946209506,0.26598340072694276,arts; calligraphy; reading
Wong Tak Ming,Ng Yuk Ting,On Tai Estate,Kwong Tin Estate,0,0.2727272727272727,3.396434074945409,0.2659367418700262,food_social; reading; tea
Chow Siu Fong,Tang Ka Ming,Greenwood Terrace,Hing Wah (1) Estate,0,0.23076923076923078,1.1708518699936237,0.26525114481035955,cooking; food_social; tea
Leung Lai Kwan,Leung Chi Ho,Taikoo Shing,Lei King Wan,0,0.17647058823529413,0.3032087760756149,0.2651005140187121,arts; cooking; food_social
Cheung Chi Keung,Chan Wai Man,Chai Wan Estate,Chai Wan Estate,0,0.21428571428571427,0.8092409462005848,0.2650505540502264,arts; games; mahjong
Tang Yuk Lan,Ng Wing Sze,Healthy Gardens,On Ning Garden,0,0.2857142857142857,6.071914148917494,0.2640678075854414,food_social; games; mahjong; tea
Ho Wai Ling,Chow Wai Man,Nan Fung Sun Chuen,Tai On Building,0,0.17647058823529413,0.315820327897171,0.2639973268536723,light_exercise; reading; stretching
Ng Kam Ming,Yip Sze Wing,Tung Tao Court,Tung Tao Court,0,0.15789473684210525,0.1610278062920933,0.26340639844485264,light_exercise; park; walking
Cheung Yuk Lan,Lee Sze Wing,Verbena Heights,Ying Ming Court,0,0.21052631578947367,0.7780119265326673,0.2633112569651062,games; mahjong; park; walking
Lau Kam Ming,Lee Wai Man,Hing Tung Estate,Grand Promenade,0,0.2,0.6199194607597827,0.2625971961159392,park; reading; walking
Chan Siu Lan,Lee Ka Ching,Lei Yue Mun Estate,Oi Tung Estate,0,0.2222222222222222,1.0439453900451017,0.26227636818778055,centre; community; games; mahjong
Lee Wai Ling,Yip Lok Yin,On Tai Estate,Lok Wah North Estate,0,0.16666666666666666,0.2560016045087197,0.2610932656945174,arts; centre; community
Cheung Ka Yan,Lau Tsz Ho,Cheung Wo Court,Laguna City,0,0.15384615384615385,0.15556567145002015,0.26057578673223186,centre; community
Lam Siu Fong,Ng Siu Tung,Beverly Garden,Metro Town,0,0.2222222222222222,1.104631436061441,0.2601602751420119,light_exercise; park; stretching; walking
Lau Mei Lin,Yip Wai Man,Yue Wan Estate,Chai Wan Estate,0,0.23529411764705882,1.5526160052063478,0.2587632451156218,centre; community; park; walking
Yip Lai Kwan,Leung Ho Yin,On Ning Garden,Yu Ming Court,0,0.14285714285714285,0.09748590281364312,0.25810458668803166,light_exercise; park; walking
Lee Wai Ling,Ng Ka Ching,Hong Wah Court,Verbena Heights,0,0.23529411764705882,1.5884235856381252,0.2579503296262155,centre; community; games; mahjong
Lau Wai Ling,Chan Kwok Him,Lok Nga Court,Tseung Kwan O Plaza,0,0.2727272727272727,4.743405458929265,0.25793509121499186,light_exercise; reading; stretching
Chan Sze Man,Tang Siu Tung,Yiu Tung Estate,Tai On Building,0,0.2222222222222222,1.1885937676645417,0.2574260483271458,companionship; reading
Leung Mei Lin,Ng Yuk Ting,LOHAS Park - LP6,Kwong Tin Estate,0,0.25,2.3533356644592276,0.2572315792420648,food_social; reading; tea
Chow Chi Keung,Ho Lok Yin,Lower Ngau Tau Kok Estate,Nan Fung Sun Chuen,0,0.2727272727272727,4.996185596536545,0.2568340852763138,digital_help; reading; smartphone
